Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC,,
Mat-alpha-YLL055W  ,Mat-alpha,11543,YLL055W  ,S000003978,850671,YCT1,High-affinity cysteine-specific transporter with similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene,,MatAlpha_102_A7,,
Mat-alpha-YLL056C  ,Mat-alpha,11544,YLL056C  ,S000003979,850670,YLL056C,"Putative protein of unknown function, transcription is activated by paralogous transcription factors Yrm1p and Yrr1p and genes involved in pleiotropic drug resistance (PDR); expression is induced in cells treated with the mycotoxin patulin",,MatAlpha_102_A8,,
Mat-alpha-YLL057C  ,Mat-alpha,11545,YLL057C  ,S000003980,850669,JLP1,"Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase, involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation",,MatAlpha_102_A9,,
Mat-alpha-YLL062C  ,Mat-alpha,11550,YLL062C  ,S000003985,850664,MHT1,"S-methylmethionine-homocysteine methyltransferase, functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio",,MatAlpha_102_B1,,
Mat-alpha-YLR015W  ,Mat-alpha,11570,YLR015W  ,S000004005,850702,BRE2,"Subunit of COMPASS (Set1C) complex, which methylates Lys4 of histone H3 and functions in silencing at telomeres; has a C-terminal Sdc1 Dpy-30 Interaction (SDI) domain that mediates binding to Sdc1p; similar to trithorax-group protein ASH2L",,MatAlpha_102_B10,,
Mat-alpha-YLR016C  ,Mat-alpha,11571,YLR016C  ,S000004006,850703,PML1,"Subunit of the RES complex, which is required for nuclear retention of unspliced pre-mRNAs; acts in the same pathway as Pml39p and Mlp1p",,MatAlpha_102_B11,,
Mat-alpha-YLR017W  ,Mat-alpha,11572,YLR017W  ,S000004007,850704,MEU1,"Methylthioadenosine phosphorylase (MTAP), catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression",,MatAlpha_102_B12,,
Mat-alpha-YLL063C  ,Mat-alpha,11551,YLL063C  ,S000003986,850663,AYT1,"Acetyltransferase; catalyzes trichothecene 3-O-acetylation, suggesting a possible role in trichothecene biosynthesis",,MatAlpha_102_B2,,
Mat-alpha-YLR001C  ,Mat-alpha,11556,YLR001C  ,S000003991,850687,YLR001C,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated",,MatAlpha_102_B3,,
Mat-alpha-YLR003C  ,Mat-alpha,11558,YLR003C  ,S000003993,850689,CMS1,Putative subunit of the 90S preribosome processome complex; overexpression rescues supressor mutant of mcm10; null mutant is viable; relocalizes from nucleus to cytoplasm upon DNA replication stress,,MatAlpha_102_B4,,
Mat-alpha-YLR004C  ,Mat-alpha,11559,YLR004C  ,S000003994,850690,THI73,Putative plasma membrane permease proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs,,MatAlpha_102_B5,,
Mat-alpha-YLR011W  ,Mat-alpha,11566,YLR011W  ,S000004001,850698,LOT6,"FMN-dependent NAD(P)H:quinone reductase, may be involved in quinone detoxification; expression elevated at low temperature; sequesters the Cin5p transcription factor in the cytoplasm in complex with the proteasome under reducing conditions",,MatAlpha_102_B6,,
Mat-alpha-YLR012C  ,Mat-alpha,11567,YLR012C  ,S000004002,850699,YLR012C,Putative protein of unknown function; YLR012C is not an essential gene,,MatAlpha_102_B7,,
Mat-alpha-YLR013W  ,Mat-alpha,11568,YLR013W  ,S000004003,850700,GAT3,Protein containing GATA family zinc finger motifs,,MatAlpha_102_B8,,
Mat-alpha-YLR014C  ,Mat-alpha,11569,YLR014C  ,S000004004,850701,PPR1,"Zinc finger transcription factor containing a Zn(2)-Cys(6) binuclear cluster domain, positively regulates transcription of URA1, URA3, URA4, and URA10, which are involved in de novo pyrimidine biosynthesis, in response to pyrimidine starvation; activity may be modulated by interaction with Tup1p",,MatAlpha_102_B9,,
Mat-alpha-YLR018C  ,Mat-alpha,11573,YLR018C  ,S000004008,850705,POM34,"Subunit of the transmembrane ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis and spindle pole body duplication",,MatAlpha_102_C1,,
Mat-alpha-YLR043C  ,Mat-alpha,12654,YLR043C  ,S000004033,850732,TRX1,"Cytoplasmic thioredoxin isoenzyme; part of thioredoxin system which protects cells against oxidative and reductive stress; forms LMA1 complex with Pbi2p; acts as a cofactor for Tsa1p; required for ER-Golgi transport and vacuole inheritance; with Trx2p, facilitates mitochondrial import of small Tims Tim9p, Tim10p, Tim13p by maintaining them in reduced form; abundance increases iunder DNA replication stress; TRX1 has a paralog, TRX2, that arose from the whole genome duplication",,MatAlpha_102_C10,,
Mat-alpha-YLR044C  ,Mat-alpha,12655,YLR044C  ,S000004034,850733,PDC1,"Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose-, ethanol-, and autoregulation; activated by phosphorylation in response to glucose levels",,MatAlpha_102_C11,,
Mat-alpha-YLR046C  ,Mat-alpha,12657,YLR046C  ,S000004036,850735,YLR046C,"Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog, RTA1, that arose from the whole genome duplication",,MatAlpha_102_C12,,
Mat-alpha-YLR019W  ,Mat-alpha,11574,YLR019W  ,S000004009,850706,PSR2,"Plasma membrane phosphatase involved in the general stress response; required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p; PSR2 has a paralog, PSR1, that arose from the whole genome duplication",,MatAlpha_102_C2,,
Mat-alpha-YLR020C  ,Mat-alpha,11575,YLR020C  ,S000004010,850707,YEH2,"Steryl ester hydrolase; catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism; YEH2 has a paralog, YEH1, that arose from the whole genome duplication",,MatAlpha_102_C3,,
Mat-alpha-YLR021W  ,Mat-alpha,11576,YLR021W  ,S000004011,850708,IRC25,Component of a heterodimeric Poc4p-Irc25p chaperone involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions,,MatAlpha_102_C4,,
Mat-alpha-YLR023C  ,Mat-alpha,11578,YLR023C  ,S000004013,850710,IZH3,"Membrane protein involved in zinc ion homeostasis, member of the four-protein IZH family, expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase, overexpression reduces Zap1p activity",,MatAlpha_102_C5,,
Mat-alpha-YLR024C  ,Mat-alpha,11579,YLR024C  ,S000004014,850711,UBR2,Cytoplasmic ubiquitin-protein ligase (E3); required for ubiquitylation of Rpn4p; mediates formation of a Mub1p-Ubr2p-Rad6p complex,,MatAlpha_102_C6,,
Mat-alpha-YLR025W  ,Mat-alpha,11580,YLR025W  ,S000004015,850712,SNF7,One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes,,MatAlpha_102_C7,,
Mat-alpha-YLR028C  ,Mat-alpha,11583,YLR028C  ,S000004018,850715,ADE16,"Enzyme of 'de novo' purine biosynthesis; contains both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities; ADE16 has a paralog, ADE17, that arose from the whole genome duplication; ade16 ade17 mutants require adenine and histidine",,MatAlpha_102_C8,,
Mat-alpha-YLR042C  ,Mat-alpha,12653,YLR042C  ,S000004032,850731,YLR042C,Protein of unknown function; localizes to the cytoplasm; YLL042C is not an essential gene,,MatAlpha_102_C9,,
Mat-alpha-YLR047C  ,Mat-alpha,12658,YLR047C  ,S000004037,850736,FRE8,"Protein with sequence similarity to iron/copper reductases, involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p",,MatAlpha_102_D1,,
Mat-alpha-YLR059C  ,Mat-alpha,12670,YLR059C  ,S000004049,850748,REX2,"3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs, 5S and 5.8S rRNAs, and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease",,MatAlpha_102_D10,,
Mat-alpha-YLR061W  ,Mat-alpha,12672,YLR061W  ,S000004051,850750,RPL22A,"Ribosomal 60S subunit protein L22A; required for the oxidative stress response in yeast; homologous to mammalian ribosomal protein L22, no bacterial homolog; RPL22A has a paralog, RPL22B, that arose from the whole genome duplication",,MatAlpha_102_D11,,
Mat-alpha-YLR062C  ,Mat-alpha,12673,YLR062C  ,S000004052,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 98% of ORF overlaps the verified gene RPL22A; diploid mutant displays a weak budding pattern phenotype in a systematic assay",MatAlpha_102_D12,,
Mat-alpha-YLR048W  ,Mat-alpha,12659,YLR048W  ,S000004038,850737,RPS0B,"Protein component of the small (40S) ribosomal subunit; RPS0B has a paralog, RPS0A, that arose from the whole genome duplication; required for maturation of 18S rRNA along with Rps0Ap; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal; homologous to human ribosomal protein SA and bacterial S2",,MatAlpha_102_D2,,
Mat-alpha-YLR049C  ,Mat-alpha,12660,YLR049C  ,S000004039,850738,YLR049C,Putative protein of unknown function,,MatAlpha_102_D3,,
Mat-alpha-YLR053C  ,Mat-alpha,12664,YLR053C  ,S000004043,850742,YLR053C,Putative protein of unknown function,,MatAlpha_102_D4,,
Mat-alpha-YLR054C  ,Mat-alpha,12665,YLR054C  ,S000004044,850743,OSW2,Protein of unknown function proposed to be involved in the assembly of the spore wall,,MatAlpha_102_D5,,
Mat-alpha-YLR055C  ,Mat-alpha,12666,YLR055C  ,S000004045,850744,SPT8,"Subunit of the SAGA transcriptional regulatory complex but not present in SAGA-like complex SLIK/SALSA, required for SAGA-mediated inhibition at some promoters",,MatAlpha_102_D6,,
Mat-alpha-YLR056W  ,Mat-alpha,12667,YLR056W  ,S000004046,850745,ERG3,"C-5 sterol desaturase, glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; mutants are viable, but cannot grow on non-fermentable carbon sources; substrate of the HRD ubiquitin ligase",,MatAlpha_102_D7,,
Mat-alpha-YLR057W  ,Mat-alpha,12668,YLR057W  ,S000004047,850746,MNL2,"Putative mannosidase involved in ER-associated protein degradation; localizes to the endoplasmic reticulum; sequence similarity with seven-hairpin glycosidase (GH47) family members, such as Mns1p and Mnl1p, that hydrolyze 1,2-linked alpha-D-mannose residues; non-essential gene",,MatAlpha_102_D8,,
Mat-alpha-YLR058C  ,Mat-alpha,12669,YLR058C  ,S000004048,850747,SHM2,"Cytosolic serine hydroxymethyltransferase, converts serine to glycine plus 5,10 methylenetetrahydrofolate; major isoform involved in generating precursors for purine, pyrimidine, amino acid, and lipid biosynthesis",,MatAlpha_102_D9,,
Mat-alpha-YLR063W  ,Mat-alpha,12674,YLR063W  ,S000004053,850752,YLR063W,Putative S-adenosylmethionine-dependent methyltransferase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLR063W is not an essential gene,,MatAlpha_102_E1,,
Mat-alpha-YLR080W  ,Mat-alpha,12691,YLR080W  ,S000004070,850769,EMP46,"Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; EMP46 has a paralog, EMP47, that arose from the whole genome duplication",,MatAlpha_102_E10,,
Mat-alpha-YLR081W  ,Mat-alpha,12692,YLR081W  ,S000004071,850770,GAL2,"Galactose permease, required for utilization of galactose; also able to transport glucose",,MatAlpha_102_E11,,
Mat-alpha-YLR082C  ,Mat-alpha,12693,YLR082C  ,S000004072,850771,SRL2,Protein of unknown function; overexpression suppresses the lethality caused by a rad53 null mutation,,MatAlpha_102_E12,,
Mat-alpha-YLR064W  ,Mat-alpha,12675,YLR064W  ,S000004054,850753,PER33,"Protein that localizes to the endoplasmic reticulum; also associates with the nuclear pore complex; deletion extends chronological lifespan; highly conserved across species, orthologous to human TMEM33 and paralogous to Pom33p; protein abundance increases in response to DNA replication stress",,MatAlpha_102_E2,,
Mat-alpha-YLR065C  ,Mat-alpha,12676,YLR065C  ,S000004055,850754,ENV10,Protein proposed to be involved in vacuolar functions; mutant shows defect in CPY processing; YLR065C is not an essential gene,,MatAlpha_102_E3,,
Mat-alpha-YLR068W  ,Mat-alpha,12679,YLR068W  ,S000004058,850757,FYV7,Essential protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin,,MatAlpha_102_E4,,
Mat-alpha-YLR072W  ,Mat-alpha,12683,YLR072W  ,S000004062,850761,YLR072W,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; not an esssential gene; YLR072W has a paralog, YFL042C, that arose from the whole genome duplication",,MatAlpha_102_E5,,
Mat-alpha-YLR073C  ,Mat-alpha,12684,YLR073C  ,S000004063,850762,RFU1,Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes,,MatAlpha_102_E6,,
Mat-alpha-YLR074C  ,Mat-alpha,12685,YLR074C  ,S000004064,850763,BUD20,"C2H2-type zinc finger protein required for ribosome assembly; shuttling factor which associates with pre-60S particles in the nucleus, accompanying them to the cytoplasm; cytoplasmic dissociation of Bud20p requires Drg1p; N-terminus harbors a nuclear localization signal (NLS) and a nuclear export signal (NES); cytoplasmic Bud20p is reimported by Kap123-dependent pathway; involved in bud-site selection; diploid mutants display a random budding pattern; similar to human ZNF593",,MatAlpha_102_E7,,
Mat-alpha-YLR077W  ,Mat-alpha,12688,YLR077W  ,S000004067,850766,FMP25,Mitochondrial inner membrane protein required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria,,MatAlpha_102_E8,,
Mat-alpha-YLR079W  ,Mat-alpha,12690,YLR079W  ,S000004069,850768,SIC1,"Cyclin-dependent kinase inhibitor (CKI); inhibitor of Cdc28-Clb kinase complexes that controls G1/S phase transition, preventing premature S phase and ensuring genomic integrity; phosphorylation targets Sic1p for SCF(CDC4)-dependent turnover; functional homolog of mammalian Kip1",,MatAlpha_102_E9,,
Mat-alpha-YLR083C  ,Mat-alpha,12694,YLR083C  ,S000004073,850772,EMP70,"Protein with a role in cellular adhesion and filamentous growth; also endosome-to-vacuole sorting; similar to Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments; EMP70 has a paralog, TMN2, that arose from the whole genome duplication",,MatAlpha_102_F1,,
Mat-alpha-YLR095C  ,Mat-alpha,12706,YLR095C  ,S000004085,850784,IOC2,"Member of a complex (Isw1b) with Isw1p and Ioc4p that exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing, contains a PHD finger motif",,MatAlpha_102_F10,,
