Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC
MATa-YPL076W,Mat-a,22752,YPL076W,S000005997,856029,GPI2,"Protein involved in the synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI), the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; homologous to the human PIG-C protein",NA,2 F_4
MATa-YPL124W,Mat-a,22128,YPL124W,S000006045,855979,SPC29,"Inner plaque spindle pole body (SPB) component, links the central plaque component Spc42p to the inner plaque component Spc110p; required for SPB duplication",NA,2 F_5
MATa-YPL175W,Mat-a,22077,YPL175W,S000006096,855928,SPT14,"UDP-GlcNAc-binding and catalytic subunit of the enzyme that mediates the first step in glycosylphosphatidylinositol (GPI) biosynthesis, mutations cause defects in transcription and in biogenesis of cell wall proteins",NA,2 F_7
MATa-YPL233W,Mat-a,21059,YPL233W,S000006154,855843,NSL1,Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation,NA,2 F_8
MATa-YPL235W,Mat-a,21057,YPL235W,S000006156,855841,RVB2,"ATP-dependent DNA helicase, also known as reptin; member of the AAA+ and RuvB protein families, similar to Rvb1p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly",NA,2 F_9
MATa-YPL242C,Mat-a,21050,YPL242C,S000006163,855834,IQG1,"Essential protein required for determination of budding pattern; promotes localization of axial markers Bud4p and Cdc12p and functionally interacts with Sec3p, localizes to the contractile ring during anaphase, member of the IQGAP family; relocalizes from bud neck to cytoplasm upon DNA replication stress",NA,2 F_10
MATa-YPL252C,Mat-a,21041,YPL252C,S000006173,855824,YAH1,Ferredoxin of the mitochondrial matrix required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; homologous to human adrenodoxin,NA,2 F_11
MATa-YPR041W,Mat-a,25460,YPR041W,S000006245,856154,TIF5,Translation initiation factor eIF5; functions both as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP and as a GDP dissociation inhibitor to prevent recycling of eIF2,NA,2 G_2
MATa-YPR086W,Mat-a,NA,YPR086W,NA,NA,SUA7,NA,NA,2 G_3
MATa-YPR161C,Mat-a,25576,YPR161C,S000006365,856290,SGV1,Cyclin (Bur2p)-dependent protein kinase that functions in transcriptional regulation; phosphorylates the carboxy-terminal domain of Rpo21p and the C-terminal repeat domain of Spt5p; regulated by Cak1p; similar to metazoan CDK9 proteins,NA,2 G_4
MATa-YPR178W,Mat-a,25593,YPR178W,S000006382,856307,PRP4,"Splicing factor, component of the U4/U6-U5 snRNP complex",NA,2 G_5
MATa-YAL003W,Mat-a,20404,YAL003W,S000000003,851260,EFB1,"Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site",NA,2 G_7
MATa-YAL032C,Mat-a,20376,YAL032C,S000000030,851201,PRP45,Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene,NA,2 G_8
MATa-YAL033W,Mat-a,20375,YAL033W,S000000031,851200,POP5,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs",NA,2 G_9
MATa-YAL038W,Mat-a,20368,YAL038W,S000000036,851193,CDC19,"Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication",NA,2 G_10
MATa-YAL041W,Mat-a,20365,YAL041W,S000000039,851190,CDC24,"Guanine nucleotide exchange factor for Cdc42p; also known as a GEF or GDP-release factor; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress",NA,2 G_11
MATa-YAL043C,Mat-a,20362,YAL043C,S000000041,851255,PTA1,"Subunit of holo-CPF, a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII",NA,2 G_12
MATa-YAR007C,Mat-a,20409,YAR007C,S000000065,851266,RFA1,"Subunit of heterotrimeric Replication Protein A (RPA); which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; relocalizes to the cytosol in response to hypoxia",NA,2 H_1
MATa-YAR008W,Mat-a,20410,YAR008W,S000000066,851267,SEN34,"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease",NA,2 H_2
MATa-YAR019C,Mat-a,20416,YAR019C,S000000072,851274,CDC15,Protein kinase of the Mitotic Exit Network; localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II; relocalizes to the cytoplasm upon DNA replication stress,NA,2 H_3
MATa-YBL004W,Mat-a,23028,YBL004W,S000000100,852282,UTP20,"Component of the small-subunit (SSU) processome, which is involved in the biogenesis of the 18S rRNA",NA,2 H_4
MATa-YBL014C,Mat-a,23040,YBL014C,S000000110,852269,RRN6,"Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p",NA,2 H_5
MATa-YBL018C,Mat-a,23044,YBL018C,S000000114,852263,POP8,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia",NA,2 H_6
MATa-YBL020W,Mat-a,23046,YBL020W,S000000116,852261,RFT1,Essential integral membrane protein that is required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein,NA,2 H_7
MATa-YBL023C,Mat-a,23049,YBL023C,S000000119,852258,MCM2,Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex; relative distribution to the nucleus increases upon DNA replication stress,NA,2 H_8
MATa-YBL030C,Mat-a,23056,YBL030C,S000000126,852250,PET9,"Major ADP/ATP carrier of the mitochondrial inner membrane; exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; phosphorylated; required for viability in many lab strains that carry a sal1 mutation; PET9 has a paralog, AAC3, that arose from the whole genome duplication",NA,2 H_9
MATa-YBL035C,Mat-a,23061,YBL035C,S000000131,852245,POL12,"B subunit of DNA polymerase alpha-primase complex, required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation",NA,2 H_11
MATa-YBL041W,Mat-a,23067,YBL041W,S000000137,852239,PRE7,Beta 6 subunit of the 20S proteasome,NA,3 A_1
MATa-YBL073W,Mat-a,23099,YBL073W,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the essential gene AAR2/YBL074C",3 A_3
MATa-YBL074C,Mat-a,23100,YBL074C,S000000170,852205,AAR2,"Component of the U5 snRNP, required for splicing of U3 precursors; originally described as a splicing factor specifically required for splicing pre-mRNA of the MATa1 cistron",NA,3 A_4
MATa-YBL076C,Mat-a,23102,YBL076C,S000000172,852202,ILS1,"Cytoplasmic isoleucine-tRNA synthetase, target of the G1-specific inhibitor reveromycin A",NA,3 A_5
MATa-YBL084C,Mat-a,23110,YBL084C,S000000180,852194,CDC27,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition",NA,3 A_7
MATa-YBL092W,Mat-a,23118,YBL092W,S000000188,852185,RPL32,"Ribosomal 60S subunit protein L32; overexpression disrupts telomeric silencing; homologous to mammalian ribosomal protein L32, no bacterial homolog",NA,3 A_8
MATa-YBL105C,Mat-a,23133,YBL105C,S000000201,852169,PKC1,"Protein serine/threonine kinase essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha, beta, and gamma isoforms of mammalian protein kinase C (PKC)",NA,3 A_9
MATa-YBR004C,Mat-a,NA,YBR004C,NA,NA,FMP44,NA,NA,3 A_10
MATa-YBR011C,Mat-a,23146,YBR011C,S000000215,852296,IPP1,"Cytoplasmic inorganic pyrophosphatase (PPase), homodimer that catalyzes the rapid exchange of oxygens from Pi with water, highly expressed and essential for viability, active-site residues show identity to those from E. coli PPase",NA,3 A_11
MATa-YBR038W,Mat-a,23175,YBR038W,S000000242,852326,CHS2,Chitin synthase II; catalyzes transfer of N-acetylglucosamine (GlcNAc) to chitin upon activation of zymogenic form; required for chitin synthesis in the primary septum during cytokinesis; localization regulated by Cdk1p during mitosis; phosphorylation by Dbf2p kinase regulates its dynamics and chitin synthesis during cytokinesis,NA,3 B_1
MATa-YBR055C,Mat-a,23192,YBR055C,S000000259,852344,PRP6,"Splicing factor, component of the U4/U6-U5 snRNP complex",NA,3 B_2
MATa-YBR060C,Mat-a,23197,YBR060C,S000000264,852352,ORC2,"Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; interacts with Spp1p and with trimethylated histone H3; phosphorylated by Cdc28p",NA,3 B_3
MATa-YBR070C,Mat-a,NA,YBR070C,NA,NA,YBR070C,NA,NA,3 B_4
MATa-YBR079C,Mat-a,23216,YBR079C,S000000283,852371,RPG1,"eIF3a subunit of the core complex of translation initiation factor 3 (eIF3), essential for translation; part of a Prt1p-Rpg1p-Nip1p subcomplex that stimulates binding of mRNA and tRNA(i)Met to ribosomes; involved in translation reinitiation",NA,3 B_5
MATa-YBR080C,Mat-a,27154,YBR080C,S000000284,852372,SEC18,"AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, autophagy, and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor (NSF)",NA,3 B_6
MATa-YBR087W,Mat-a,27157,YBR087W,S000000291,852383,RFC5,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon",NA,3 B_7
MATa-YBR088C,Mat-a,27158,YBR088C,S000000292,852385,POL30,"Proliferating cell nuclear antigen (PCNA), functions as the sliding clamp for DNA polymerase delta; may function as a docking site for other proteins required for mitotic and meiotic chromosomal DNA replication and for DNA repair",NA,3 B_8
MATa-YBR089W,Mat-a,23227,YBR089W,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene POL30",3 B_9
MATa-YBR091C,Mat-a,NA,YBR091C,NA,NA,MRS5,NA,NA,3 B_10
MATa-YBR102C,Mat-a,23241,YBR102C,S000000306,852398,EXO84,Exocyst subunit with dual roles in exocytosis and spliceosome assembly; subunit of the the exocyst complex which mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane (PM) prior to SNARE-mediated fusion; required for exocyst assembly and targeting the complex to specific sites on the bud tip PM; associates the U1 snRNP; role in pre-mRNA splicing and prespliceosome formation; possible Cdc28 substrate,NA,3 B_11
MATa-YBR109C,Mat-a,23248,YBR109C,S000000313,852406,CMD1,"Calmodulin; Ca++ binding protein that regulates Ca++ independent processes (mitosis, bud growth, actin organization, endocytosis, etc.) and Ca++ dependent processes (stress-activated pathways), targets include Nuf1p, Myo2p and calcineurin",NA,3 B_12
MATa-YBR110W,Mat-a,23249,YBR110W,S000000314,852407,ALG1,"Mannosyltransferase, involved in asparagine-linked glycosylation in the endoplasmic reticulum (ER); essential for viability, mutation is functionally complemented by human ortholog",NA,3 C_1
MATa-YBR121C,Mat-a,NA,YBR121C,NA,NA,GRS1,NA,NA,3 C_2
MATa-YBR140C,Mat-a,23279,YBR140C,S000000344,852437,IRA1,"GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions, mediates membrane association of adenylate cyclase; IRA1 has a paralog, IRA2, that arose from the whole genome duplication",NA,3 C_6
MATa-YBR142W,Mat-a,23281,YBR142W,S000000346,852439,MAK5,"Essential nucleolar protein, putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits",NA,3 C_7
MATa-YBR143C,Mat-a,23282,YBR143C,S000000347,852440,SUP45,Polypeptide release factor (eRF1) in translation termination; mutant form acts as a recessive omnipotent suppressor; methylated by Mtq2p-Trm112p in ternary complex eRF1-eRF3-GTP; mutation of methylation site confers resistance to zymocin; has a role in cytokinesis through interaction with Mlc1p,NA,3 C_8
MATa-YBR152W,Mat-a,23291,YBR152W,S000000356,852449,SPP381,"mRNA splicing factor, component of U4/U6.U5 tri-snRNP; interacts genetically and physically with Prp38p; relocalizes to the cytosol in response to hypoxia",NA,3 C_9
MATa-YBR153W,Mat-a,23292,YBR153W,S000000357,852450,RIB7,Diaminohydroxyphoshoribosylaminopyrimidine deaminase; catalyzes the second step of the riboflavin biosynthesis pathway,NA,3 C_10
MATa-YBR154C,Mat-a,23293,YBR154C,S000000358,852451,RPB5,"RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III; contacts DNA and affects transactivation",NA,3 C_11
MATa-YBR155W,Mat-a,23294,YBR155W,S000000359,852452,CNS1,"TPR-containing co-chaperone; binds both Hsp82p (Hsp90) and Ssa1p (Hsp70) and stimulates the ATPase activity of SSA1, ts mutants reduce Hsp82p function while over expression suppresses the phenotypes of an HSP82 ts allele and a cpr7 deletion",NA,3 C_12
